"target_gene_source_value","drug_source_value","interaction_source_value"
"CPA1","METHYLENE BLUE","[Not Available]"
"CPA1","CHEMBL422668","[Not Available]"
"CPA1","CHEMBL407567","[Not Available]"
"MR1","BELAPERIDONE","[Not Available]"
"CALM1","DIBUCAINE","inhibitor"
"CALM1","PERPHENAZINE","inhibitor"
"CALM1","FELODIPINE","other"
"CALM1","MELATONIN","[Not Available]"
"CALM1","PIMOZIDE","inhibitor"
"CALM1","NIFEDIPINE","inhibitor"
"CALM1","BEPRIDIL","binder"
"CALM1","APRINDINE","inhibitor"
"CALM1","TERT-BUTANOL","[Not Available]"
"CALM1","TRIMETHYLLYSINE","[Not Available]"
"CALM1","CHEMBL41631","[Not Available]"
"CALM1","PRENYLAMINE","[Not Available]"
"CALM1","FLUNARIZINE","[Not Available]"
"CALM1","CHEMBL605003","[Not Available]"
"CALM1","MYRISTIC ACID","[Not Available]"
"KDM4C","VASOPRESSIN TANNATE","inhibitor"
"PRL","AMITRIPTYLINE","[Not Available]"
"PRL","NILUTAMIDE","[Not Available]"
"PRL","ZIDOVUDINE","[Not Available]"
"PRL","ASCORBATE","[Not Available]"
"PRL","BUPROPION HYDROCHLORIDE","[Not Available]"
"PRL","BUSPIRONE","[Not Available]"
"PRL","CALCIUM GLUCONATE","[Not Available]"
"PRL","CARBAMAZEPINE","[Not Available]"
"PRL","CISPLATIN (CHEMBL2068237)","[Not Available]"
"PRL","CLOMIPHENE","[Not Available]"
"PRL","CLONIDINE","[Not Available]"
"PRL","CYPROHEPTADINE HYDROCHLORIDE","[Not Available]"
"PRL","DEXAMETHASONE ACETATE","[Not Available]"
"PRL","DICLOFENAC","[Not Available]"
"PRL","ESTRADIOL BENZOATE","[Not Available]"
"PRL","ETHINYL ESTRADIOL","[Not Available]"
"PRL","RIZATRIPTAN","[Not Available]"
"PRL","FLUOXYMESTERONE","[Not Available]"
"PRL","FLURAZEPAM","[Not Available]"
"PRL","GENISTEIN","[Not Available]"
"PRL","GOSSYPOL","[Not Available]"
"PRL","ISOSORBIDE DINITRATE","[Not Available]"
"PRL","LOVASTATIN","[Not Available]"
"PRL","MANNITOL","[Not Available]"
"PRL","MELATONIN","[Not Available]"
"PRL","METHYLPHENIDATE","[Not Available]"
"PRL","PHENOBARBITAL","[Not Available]"
"PRL","PHENOTHIAZINE","[Not Available]"
"PRL","PILOCARPINE","[Not Available]"
"PRL","GONADOTROPIN, CHORIONIC","[Not Available]"
"PRL","PROMETHAZINE","[Not Available]"
"PRL","PROPYLTHIOURACIL","[Not Available]"
"PRL","RALOXIFENE HYDROCHLORIDE","[Not Available]"
"PRL","TRETINOIN","[Not Available]"
"PRL","TEMOZOLOMIDE","[Not Available]"
"PRL","TESTOLACTONE","[Not Available]"
"PRL","PHORBOL MYRISTATE ACETATE","[Not Available]"
"PRL","BACITRACIN","[Not Available]"
"PRL","BENZNIDAZOLE","[Not Available]"
"PRL","NICARDIPINE","[Not Available]"
"PRL","NORETHINDRONE","[Not Available]"
"PRL","CLOZAPINE","[Not Available]"
"PRL","NALOXONE","[Not Available]"
"PRL","BETAMETHASONE","[Not Available]"
"PRL","BUPROPION","[Not Available]"
"PRL","BEVACIZUMAB","[Not Available]"
"FDXR","FLAVIN ADENINE DINUCLEOTIDE","[Not Available]"
"FDXR","CHEMBL1161862","[Not Available]"
"OXER1","5-OXO-ETE","agonist"
"OXER1","CHEMBL1682258","agonist"
"OXER1","YOHIMBINE HYDROCHLORIDE","agonist"
"OXER1","CHEMBL164813","agonist"
"ARAF","ADENOSINE TRIPHOSPHATE","[Not Available]"
"ARAF","SORAFENIB","inhibitor"
"ARAF","ENCORAFENIB","inhibitor"
"ARAF","REGORAFENIB","inhibitor"
"ARAF","XL-281","inhibitor"
"ARAF","MLN-2480","inhibitor"
"ARAF","TRAMETINIB","[Not Available]"
"ARAF","BGB-283","inhibitor"
"ARAF","LY-3009120","inhibitor"
"KIF2C","CHEMBL1230989","[Not Available]"
"ROCK2","FASUDIL","inhibitor"
"ROCK2","Y-27632","inhibitor"
"ROCK2","PROGESTERONE","[Not Available]"
"ROCK2","THROMBIN","[Not Available]"
"ROCK2","GSK-269962A","inhibitor"
"ROCK2","CHEMBL2005186","inhibitor"
"ROCK2","NETARSUDIL","inhibitor"
"ROCK2","SAR-407899 (CHEMBL1667969)","inhibitor"
"ROCK2","VEROSUDIL","inhibitor"
"ROCK2","Y-39983","inhibitor"
"ROCK2","AMA0076","inhibitor"
"ROCK2","AT-13148","inhibitor"
"ROCK2","SAR-407899 (CHEMBL3545341)","inhibitor"
"ROCK2","DE-104","inhibitor"
"PPIC","L-PROLINE","[Not Available]"
"ADAMTS5","BATIMASTAT","[Not Available]"
"ADAMTS5","CHEMBL8943","[Not Available]"
"ADAMTS5","CHEMBL1229868","[Not Available]"
"ADAMTS5","STAUROSPORINE","[Not Available]"
"MYL7","OMECAMTIV MECARBIL","activator"
"PSEN1","CHEMBL480558","[Not Available]"
"PSEN1","PHORBOL MYRISTATE ACETATE","[Not Available]"
"PSEN1","AVAGACESTAT","inhibitor"
"PSEN1","BEGACESTAT","inhibitor"
"PSEN1","CHEMBL2396778","inhibitor"
"PSEN1","CHEMBL2159511","inhibitor"
"PSEN1","SEMAGACESTAT","inhibitor"
"PSEN1","CHEMBL247471","[Not Available]"
"PSEN1","CHEMBL3186227","[Not Available]"
"PSEN1","NIROGACESTAT","inhibitor"
"PSEN1","TARENFLURBIL","modulator"
"HSF1","BIMOCLOMOL","[Not Available]"
"PISD","DEXFOSFOSERINE","[Not Available]"
"DHRS4","RETINOL","[Not Available]"
"CHIT1","ARGIFIN","[Not Available]"
"CHIT1","ARGADIN","[Not Available]"
"CHIT1","ALLOSAMIZOLINE","[Not Available]"
"SLC2A4","CHEMBL1377788","[Not Available]"
"SLC2A4","ACARBOSE","[Not Available]"
"SLC2A4","CLOFIBRATE","[Not Available]"
"SLC2A4","COLCHICINE","[Not Available]"
"SLC2A4","CURCUMIN","[Not Available]"
"SLC2A4","DEXAMETHASONE","[Not Available]"
"SLC2A4","PRASTERONE","[Not Available]"
"SLC2A4","DIPYRIDAMOLE","[Not Available]"
"SLC2A4","EPIGALOCATECHIN GALLATE","[Not Available]"
"SLC2A4","EPINEPHRINE","[Not Available]"
"SLC2A4","ESTRADIOL BENZOATE","[Not Available]"
"SLC2A4","GLIPIZIDE","[Not Available]"
"SLC2A4","HALOPERIDOL","[Not Available]"
"SLC2A4","HEPARIN","[Not Available]"
"SLC2A4","HYDROGEN PEROXIDE","[Not Available]"
"SLC2A4","IMATINIB","[Not Available]"
"SLC2A4","INDINAVIR","[Not Available]"
"SLC2A4","INDOMETHACIN","[Not Available]"
"SLC2A4","SOYBEAN OIL","[Not Available]"
"SLC2A4","IRBESARTAN","[Not Available]"
"SLC2A4","MIRTAZAPINE","[Not Available]"
"SLC2A4","ACETYLCYSTEINE","[Not Available]"
"SLC2A4","NEOMYCIN","[Not Available]"
"SLC2A4","NYSTATIN","[Not Available]"
"SLC2A4","ESTRADIOL","[Not Available]"
"SLC2A4","OMAPATRILAT","[Not Available]"
"SLC2A4","CHEMBL35482","[Not Available]"
"SLC2A4","PENICILLAMINE","[Not Available]"
"SLC2A4","PHENTOLAMINE","[Not Available]"
"SLC2A4","PROGESTERONE","[Not Available]"
"SLC2A4","ETRETINATE","[Not Available]"
"SLC2A4","SORBITOL","[Not Available]"
"SLC2A4","STAUROSPORINE","[Not Available]"
"SLC2A4","STREPTOZOTOCIN","[Not Available]"
"SLC2A4","LIOTHYRONINE SODIUM","[Not Available]"
"SLC2A4","TROGLITAZONE","[Not Available]"
"SLC2A4","(7S)-HYDROXYL-STAUROSPORINE","[Not Available]"
"SLC2A4","URIDINE","[Not Available]"
"SLC2A4","VERAPAMIL","[Not Available]"
"SLC2A4","ETOPOSIDE","[Not Available]"
"SLC2A4","WORTMANNIN","[Not Available]"
"SLC2A4","BUTHIONINE SULFOXIMINE","[Not Available]"
"SLC2A4","RESVERATROL","[Not Available]"
"SLC2A4","GLYBURIDE","[Not Available]"
"SLC2A4","GENISTEIN","[Not Available]"
"SLC2A4","GLUFOSFAMIDE","[Not Available]"
"SERPING1","CONESTAT ALFA","[Not Available]"
"SETD4","CHEMBL3277946","[Not Available]"
"TBP","TRETINOIN","[Not Available]"
"TBP","ETOPOSIDE","[Not Available]"
"BRSK2","CHEMBL2203843","inhibitor"
"BRSK2","CHEMBL605003","inhibitor"
"KDM5D","ASCORBATE","[Not Available]"
"C9orf3","TOSEDOSTAT","inhibitor"
"CES2","CAPECITABINE","[Not Available]"
"GZMB","CHEMBL357080","inhibitor"
"EDN1","ETIOCHOLANOLONE","agonist"
"EDN1","BUDESONIDE","[Not Available]"
"EDN1","CANDESARTAN CILEXETIL","[Not Available]"
"EDN1","CELECOXIB","[Not Available]"
"EDN1","DEFEROXAMINE","[Not Available]"
"EDN1","DOXORUBICIN","[Not Available]"
"EDN1","ALPROSTADIL","[Not Available]"
"EDN1","TAMOXIFEN","[Not Available]"
"EDN1","THIOURACIL","[Not Available]"
"EDN1","MURAGLITAZAR","[Not Available]"
"EDN1","LANREOTIDE","[Not Available]"
"TPI1","CHEMBL1161784","[Not Available]"
"TPI1","PHOSPHOGLYCOLIC ACID","[Not Available]"
"TPI1","PHOSPHOGLYCOLOHYDROXAMATE","[Not Available]"
"TPI1","CHEMBL1161789","[Not Available]"
"TPI1","FLUOROTRYPTOPHANE","[Not Available]"
"TPI1","CHEMBL1088324","[Not Available]"
"TPI1","TERT-BUTANOL","[Not Available]"
"TPI1","CHEMBL1161998","[Not Available]"
"TPI1","3-PHOSPHOGLYCERIC ACID","[Not Available]"
"SLC31A1","CARBOQUONE","[Not Available]"
"PSMD10","BORTEZOMIB","inhibitor"
"PSMD10","CARFILZOMIB","inhibitor"
"FCGR2C","CETUXIMAB","[Not Available]"
"FCGR2C","ETANERCEPT","[Not Available]"
"FCGR2C","GLOBULIN, IMMUNE","antagonist"
"FCGR2C","ADALIMUMAB","[Not Available]"
"FCGR2C","ABCIXIMAB","[Not Available]"
"FCGR2C","GEMTUZUMAB OZOGAMICIN","[Not Available]"
"FCGR2C","TRASTUZUMAB","[Not Available]"
"FCGR2C","RITUXIMAB","[Not Available]"
"FCGR2C","BASILIXIMAB","[Not Available]"
"FCGR2C","MUROMONAB-CD3","[Not Available]"
"FCGR2C","IBRITUMOMAB TIUXETAN","[Not Available]"
"FCGR2C","TOSITUMOMAB","[Not Available]"
"FCGR2C","ALEMTUZUMAB","[Not Available]"
"FCGR2C","ALEFACEPT","[Not Available]"
"FCGR2C","EFALIZUMAB","[Not Available]"
"FCGR2C","NATALIZUMAB","[Not Available]"
"FCGR2C","PALIVIZUMAB","[Not Available]"
"FCGR2C","DACLIZUMAB","[Not Available]"
"FCGR2C","BEVACIZUMAB","[Not Available]"
"IRGC","CHEMBL384759","[Not Available]"
"MGAM","ACARBOSE","inhibitor"
"MGAM","MIGLITOL","c(""antagonist"", ""inhibitor"")"
"MGAM","VOGLIBOSE","inhibitor"
"NPPB","CARVEDILOL","other"
"NPPB","OXYMETHOLONE","[Not Available]"
"MTAP","ADENINE","[Not Available]"
"MTAP","FORMYCIN","[Not Available]"
"MTAP","METHYLTHIOADENOSINE","[Not Available]"
"MTAP","CHEMBL551561","[Not Available]"
"MTAP","L-EFLORNITHINE","[Not Available]"
"MTAP","LALANOSINE","[Not Available]"
"ALDH1A1","CHEMBL1161866","[Not Available]"
"ALDH1A1","RETINOL","[Not Available]"
"ALDH1A1","TRETINOIN","[Not Available]"
"ALDH1A1","CYCLOPHOSPHAMIDE","[Not Available]"
"ALDH1A1","THIOTEPA","[Not Available]"
"ALDH1A1","CARBOPLATIN","[Not Available]"
"HOXB1","HEXAMETHYLENEBISACETAMIDE","[Not Available]"
"HOXB1","TRETINOIN","[Not Available]"
"KCNMB3","MICONAZOLE","inhibitor"
"SNRPA","MALONIC ACID","[Not Available]"
"EGLN3","DAPRODUSTAT","inhibitor"
"EGLN3","ASCORBATE","[Not Available]"
"EGLN3","ROXADUSTAT","inhibitor"
"EGLN3","CHEMBL426560","[Not Available]"
"PPP1R1B","FLUOXETINE","[Not Available]"
"PPP1R1B","ITI-007 (CHEMBL3545044)","[Not Available]"
"MPO","MESALAMINE","[Not Available]"
"MPO","CEFDINIR","inhibitor"
"MPO","LEVOCARNITINE","[Not Available]"
"MPO","MELATONIN","inhibitor"
"MPO","NOMIFENSINE","[Not Available]"
"MPO","CHEMBL310871","inhibitor"
"MPO","PSORALEN","[Not Available]"
"MPO","PYRAZINAMIDE","[Not Available]"
"MPO","THEOPHYLLINE","[Not Available]"
"MPO","TOLMETIN","[Not Available]"
"MPO","SODIUM beta-NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE","[Not Available]"
"MPO","TRIMETHOPRIM","[Not Available]"
"MPO","AMSALOG","[Not Available]"
"MPO","TOCOPHEROL ACETATE","[Not Available]"
"MPO","DICLOFENAC","[Not Available]"
"MPO","DIMETHYL SULFOXIDE","[Not Available]"
"MPO","TENECTEPLASE","[Not Available]"
"MPO","DOXYCYCLINE","[Not Available]"
"MPO","FENTANYL","[Not Available]"
"MPO","FLUDARABINE","[Not Available]"
"MPO","FLUTAMIDE","[Not Available]"
"MPO","FILGRASTIM","[Not Available]"
"MPO","BROMOACETIC ACID","[Not Available]"
"MPO","LIDOCAINE","[Not Available]"
"MPO","LITHIUM","[Not Available]"
"MPO","LORATADINE","[Not Available]"
"MPO","METHYLENE BLUE","[Not Available]"
"MPO","NIMESULIDE","[Not Available]"
"MPO","OCTREOTIDE","[Not Available]"
"CLK3","CHEMBL261720","[Not Available]"
"ALB","CEFOTAXIME","[Not Available]"
"ALB","RIFAMPICIN","[Not Available]"
"ALB","NAPROXEN","[Not Available]"
"ALB","GADOBENATE DIMEGLUMINE","binder"
"ALB","EBSELEN","binder"
"ALB","RALTITREXED","[Not Available]"
"ALB","SODIUM LAURYL SULFATE","binder"
"ALB","BISMUTH SUBSALICYLATE","binder"
"ALB","IODIPAMIDE","binder"
"KMT2D","BICALUTAMIDE","[Not Available]"
"AQP9","STANOLONE","[Not Available]"
"AQP9","FLUTAMIDE","[Not Available]"
"AQP9","TESTOSTERONE","[Not Available]"
"AQP9","UREA","[Not Available]"
"AQP9","PHLORETIN","inhibitor"
"BMP10","Delantercept","inhibitor"
"SLC22A4","LEVOCARNITINE","[Not Available]"
"MCCC2","BIOTIN","[Not Available]"
"TFPI2","HEPARIN","[Not Available]"
"METAP1","OVALICIN","[Not Available]"
"METAP1","CHEMBL472879","[Not Available]"
"METAP1","CHEMBL327579","[Not Available]"
"METAP1","CHEMBL316308","[Not Available]"
"METAP1","TOSEDOSTAT","inhibitor"
"TRPV6","CHEMBL169233","activator"
"TRPV6","PYRIMETHAMINE","channel blocker"
"TRPV6","MAGNESIUM","channel blocker"
"CSNK1G2","IC261","[Not Available]"
"CSNK1G2","CHEMBL489157","[Not Available]"
"CSNK1G2","IODOTUBERCIDIN","[Not Available]"
"CHST11","CHONDROITIN SULFATE","[Not Available]"
"TUBB2B","INDIBULIN","inhibitor"
"TUBB2B","PACLITAXEL","inhibitor"
"TUBB2B","FOSBRETABULIN DISODIUM","inhibitor"
"TUBB2B","LEXIBULIN","inhibitor"
"TUBB2B","PACLITAXEL POLIGLUMEX","[Not Available]"
"TUBB2B","DAVUNETIDE","[Not Available]"
"TUBB2B","CROLIBULIN","inhibitor"
"TUBB2B","VINFLUNINE","inhibitor"
"TUBB2B","FOSBRETABULIN TROMETHAMINE","[Not Available]"
"TUBB2B","SAGOPILONE","[Not Available]"
"TUBB2B","PLINABULIN","inhibitor"
"TUBB2B","VERUBULIN","[Not Available]"
"TUBB2B","TRASTUZUMAB EMTANSINE","inhibitor"
"TUBB2B","DOCETAXEL HYDRATE","inhibitor"
"TUBB2B","ERIBULIN MESYLATE","inhibitor"
"TUBB2B","CABAZITAXEL","inhibitor"
"TUBB2B","VINBLASTINE SULFATE","inhibitor"
"TUBB2B","BRENTUXIMAB VEDOTIN","inhibitor"
"TUBB2B","IXABEPILONE","inhibitor"
"TUBB2B","VINORELBIN DITARTRATE","inhibitor"
"TUBB2B","COLCHICINE","inhibitor"
"TUBB2B","VINCRISTINE SULFATE","inhibitor"
"ETV5","TRAMETINIB","[Not Available]"
"AMY2A","ACARBOSE","inhibitor"
"AMY2A","DEXTROSE","[Not Available]"
"AMY2A","PYROGLUTAMIC ACID","[Not Available]"
"AMY2A","STREPTOL","[Not Available]"
"TGFBR2","GLYCERIN","[Not Available]"
"MGA","MIGLITOL","inhibitor"
"MGA","ACARBOSE","inhibitor"
"MAP3K9","APITOLISIB","inhibitor"
"MAP3K9","Cerdulatinib","inhibitor"
"MAP3K9","METARAMINOL","inhibitor"
"MAP3K9","CEP-1347","inhibitor"
"VPS37A","CETUXIMAB","[Not Available]"
"PIK3R6","SONOLISIB","inhibitor"
"PIK3R6","ALPELISIB","inhibitor"
"PIK3R6","PICTILISIB","inhibitor"
"PIK3R6","APITOLISIB","inhibitor"
"PIK3R6","GSK-2636771","inhibitor"
"PIK3R6","PF-04691502","inhibitor"
"PIK3R6","PI-103","inhibitor"
"PIK3R6","SF-1126","inhibitor"
"PIK3R6","QUERCETIN","inhibitor"
"PIK3R6","PILARALISIB (CHEMBL3218575)","inhibitor"
"PIK3R6","COPANLISIB","inhibitor"
"PIK3R6","BUPARLISIB HYDROCHLORIDE","inhibitor"
"PIK3R6","DACTOLISIB","inhibitor"
"PIK3R6","BUPARLISIB","inhibitor"
"PIK3R6","GEDATOLISIB","inhibitor"
"PIK3R6","VOXTALISIB","inhibitor"
"PIK3R6","OMIPALISIB","inhibitor"
"CLCN3","PHLORETIN","channel blocker"
"PPP2CA","VITAMIN E","[Not Available]"
"ANGPT2","TREBANANIB","inhibitor"
"ANGPT2","RIBAVIRIN","[Not Available]"
"ANGPT2","BEVACIZUMAB","[Not Available]"
"ANGPT2","MEDI-3617","antibody"
"ANGPT2","REGN-910","[Not Available]"
"ANGPT2","NESVACUMAB","inhibitor"
"SMARCA4","TRETINOIN","[Not Available]"
"SMARCA4","VINORELBINE BASE","[Not Available]"
"TNFRSF1B","LITHIUM","[Not Available]"
"TNFRSF1B","ETANERCEPT","[Not Available]"
"TNFRSF1B","DACTINOMYCIN","[Not Available]"
"TNFRSF1B","CARBAMAZEPINE","[Not Available]"
"TNFRSF1B","DIDANOSINE","[Not Available]"
"TNFRSF1B","STAVUDINE","[Not Available]"
"NDUFV1","NV-128","inhibitor"
"NDUFV1","CHEMBL1161866","[Not Available]"
"NDUFV1","METFORMIN HYDROCHLORIDE","inhibitor"
"NDUFV1","ME-344","inhibitor"
"SLC23A2","URSODIOL","activator"
"CRHR2","ENTINOSTAT","antagonist"
"CRHR2","SAUVAGINE","agonist"
"CRHR2","CHEMBL1236539","agonist"
"CRHR2","WORTMANNIN","c(""agonist"", ""antagonist"")"
"CRHR2","NAPHTHALENE","antagonist"
"PTGIR","RALINEPAG","agonist"
"PTGIR","ILOPROST","agonist"
"PTGIR","TREPROSTINIL","agonist"
"PTGIR","DINOPROST TROMETHAMINE","antagonist"
"PTGIR","BERAPROST","[Not Available]"
"PTGIR","SELEXIPAG","agonist"
"PTGIR","EPOPROSTENOL SODIUM","agonist"
"PTGIR","TREPROSTINIL DIOLAMINE","agonist"
"PTGIR","ESUBERAPROST","agonist"
"PTGIR","EPOPROSTENOL","agonist"
"PTGIR","MISOPROSTOL","antagonist"
"IRAK4","CHEMBL1236126","[Not Available]"
"IRAK4","CHEMBL379787","inhibitor"
"CDC42","CHEMBL384759","[Not Available]"
"CDC42","GONADORELIN ACETATE","[Not Available]"
"COL6A5","COLLAGENASE CLOSTRIDIUM HISTOLYTICUM","[Not Available]"
"COL6A5","OCRIPLASMIN","[Not Available]"
"S1PR3","FINGOLIMOD HYDROCHLORIDE","agonist"
"S1PR3","CHEMBL382739","agonist"
"S1PR3","INDIBULIN","agonist"
"S1PR3","CHEMBL570352","agonist"
"S1PR3","OZANIMOD","agonist"
"S1PR3","PONESIMOD","agonist"
"S1PR3","FINGOLIMOD PHOSPHATE","agonist"
"S1PR3","Siponimod","agonist"
"S1PR3","CHEMBL225155","agonist"
"S1PR3","CYCLOSPORINE","agonist"
"S1PR3","MONTELUKAST","antagonist"
"S1PR3","PYRUVATE","antagonist"
"S1PR3","CHEMBL389033","antagonist"
"S1PR3","AMISELIMOD HYDROCHLORIDE","modulator"
"RAMP3","PRAMLINTIDE","agonist"
"RAMP3","STREPTOZOTOCIN","[Not Available]"
"RAMP3","PRAMLINTIDE ACETATE","agonist"
"RAMP3","ALCOHOL","agonist"
"RAMP3","MONOETHANOLAMINE","antagonist"
"RAMP3","AMYLIN","agonist"
"RAMP3","CALCITONIN","agonist"
"TNNC1","FELODIPINE","other"
"TNNC1","BEPRIDIL","other"
"TNNC1","ALUMINIUM GLYCINATE","stimulator"
"TNNC1","CHEMBL41631","[Not Available]"
"TNNC1","LEVOSIMENDAN","stimulator"
"SLC1A2","L-GLUTAMATE","[Not Available]"
"SLC1A2","DIHYDROKAINATE","inhibitor"
"SLC1A2","2S,4R-4-METHYLGLUTAMATE","inhibitor"
"SLC1A2","O-BENZYL-l-SERINE","inhibitor"
"SLC1A2","CHEMBL1628669","inhibitor"
"SLC1A2","MESALAMINE","[Not Available]"
"C7","CARBENOXOLONE","inhibitor"
"C7","cA2","inhibitor"
"C7","FLUFENAMIC ACID","inhibitor"
"C7","OCTANOL","inhibitor"
"GJA4","CARBENOXOLONE","inhibitor"
"GJA4","cA2","inhibitor"
"GJA4","FLUFENAMIC ACID","inhibitor"
"GJA4","OCTANOL","inhibitor"
"LIPG","CHEMBL513349","inhibitor"
"ACTB","CYCLOPHOSPHAMIDE","[Not Available]"
"ACTB","ETHINYL ESTRADIOL","[Not Available]"
"CDK4","ABEMACICLIB","inhibitor"
"CDK4","PALBOCICLIB","c(""Inhibitor"", ""inhibitor"")"
"CDK4","MILCICLIB","inhibitor"
"CDK4","Roniciclib","inhibitor"
"CDK4","(7S)-HYDROXYL-STAUROSPORINE","inhibitor"
"CDK4","ALVOCIDIB","inhibitor"
"CDK4","AT-7519","inhibitor"
"CDK4","CHEMBL1802728","inhibitor"
"CDK4","FASCAPLYSIN","inhibitor"
"CDK4","PENTOBARBITAL","inhibitor"
"CDK4","PURVALANOLA","inhibitor"
"CDK4","PURVALANOL B","inhibitor"
"CDK4","RGB-286638","inhibitor"
"CDK4","Ribociclib","c(""antagonist"", ""inhibitor"")"
"CDK4","Riviciclib","inhibitor"
"CDK4","CHEMBL1956070","inhibitor"
"CDK4","INDIRUBIN SULFATE","inhibitor"
"CDK4","CHEMBL126955","[Not Available]"
"CDK4","CAMPTOTHECIN","[Not Available]"
"CDK4","DEXAMETHASONE","[Not Available]"
"CDK4","AZD-5438","inhibitor"
"CDK4","PHA-793887","inhibitor"
"CDK4","RG-547","inhibitor"
"CDK4","G1T28-1","inhibitor"
"CDK4","Voruciclib","inhibitor"
"CDK4","APREMILAST","inhibitor"
"CDK4","ENMD-981693","inhibitor"
"CDK4","AG-24322","inhibitor"
"CDK4","RIBOCICLIB SUCCINATE","inhibitor"
"CDK4","NICOTINE","[Not Available]"
"CDK4","PROGESTERONE","[Not Available]"
"CDK4","ASCORBATE","[Not Available]"
"INSRR","LINSITINIB","inhibitor"
"SERPINA3","CHEMBL277120","agonist"
"SERPINA3","SEROTONIN","agonist"
"SERPINA3","5-METHOXYTRYPTAMINE","agonist"
"SERPINA3","8-OH-DPAT","agonist"
"SERPINA3","CHEMBL1332062","agonist"
"SERPINA3","CHEMBL267615","agonist"
"SERPINA3","LYSERGIDE","agonist"
"SERPINA3","CHEMBL3186179","agonist"
"SERPINA3","[3H]LSD","agonist"
"SERPINA3","TRYPTAMINE","agonist"
"SERPINA3","XANOMELINE","agonist"
"SERPINA3","Capeserod","agonist"
"SERPINA3","OLEAMIDE","allosteric modulator"
"SERPINA3","CHEMBL274384","antagonist"
"SERPINA3","CYAMEMAZINE","antagonist"
"SERPINA3","CYPROHEPTADINE","antagonist"
"SERPINA3","DIHYDROERGOTAMINE","antagonist"
"SERPINA3","HALOPERIDOL","antagonist"
"SERPINA3","ILOPERIDONE","antagonist"
"SERPINA3","KETANSERIN","antagonist"
"SERPINA3","LURASIDONE","antagonist"
"SERPINA3","MESULERGINE","antagonist"
"SERPINA3","METERGOLINE","antagonist"
"SERPINA3","METITEPINE","antagonist"
"SERPINA3","METHYSERGIDE","antagonist"
"SERPINA3","MIANSERIN","antagonist"
"SERPINA3","CHEMBL7318","antagonist"
"SERPINA3","OLANZAPINE","antagonist"
"SERPINA3","PIRENPERONE","antagonist"
"SERPINA3","RITANSERIN","antagonist"
"SERPINA3","CHEMBL114112","antagonist"
"SERPINA3","CHEMBL95104","antagonist"
"SERPINA3","SPIPERONE","antagonist"
"SERPINA3","SUMATRIPTAN","antagonist"
"SERPINA3","CHEMBL282199","antagonist"
"SERPINA3","VORTIOXETINE","antagonist"
"SERPINA3","YOHIMBINE","antagonist"
"SERPINA3","CHLORPROMAZINE","antagonist"
"SERPINA3","CLOZAPINE","antagonist"
"SERPINA3","FLUPERLAPINE","antagonist"
"SERPINA3","FLUPHENAZINE","antagonist"
"SERPINA3","PERPHENAZINE","antagonist"
"SERPINA3","RISPERIDONE","antagonist"
"SERPINA3","SB-258719","antagonist"
"SERPINA3","THIORIDAZINE","antagonist"
"SERPINA3","ZIPRASIDONE","antagonist"
"SERPINA3","ZOTEPINE","antagonist"
"SCN5A","PHENACEMIDE","blocker"
"SCN5A","HEXYLCAINE HYDROCHLORIDE","blocker"
"SCN5A","DRONEDARONE HYDROCHLORIDE","blocker"
"SCN5A","LIDOCAINE HYDROCHLORIDE HYDRATE","blocker"
"SCN5A","RALFINAMIDE","blocker"
"SCN5A","MORICIZINE HYDROCHLORIDE","blocker"
"SCN5A","ORPHENADRINE (CHLORIDE)","blocker"
"SCN5A","NW-3509","blocker"
"SCN5A","HEXYLCAINE","c(""blocker"", ""inhibitor"")"
"SCN5A","INDECAINIDE","c(""blocker"", ""inhibitor"")"
"SCN5A","RANOLAZINE","c(""blocker"", ""inhibitor"")"
"SCN5A","MEXILETINE","c(""blocker"", ""inhibitor"")"
"SCN5A","DIBUCAINE","c(""blocker"", ""inhibitor"")"
"SCN5A","MEPHENYTOIN","c(""blocker"", ""inhibitor"")"
"SCN5A","CARBAMAZEPINE","c(""blocker"", ""inhibitor"")"
"SCN5A","VERAPAMIL","other"
"SCN5A","MORICIZINE","c(""blocker"", ""inhibitor"")"
"SCN5A","RILUZOLE","c(""blocker"", ""inhibitor"")"
"SCN5A","ETHOTOIN","c(""blocker"", ""inhibitor"")"
"SCN5A","OXCARBAZEPINE","c(""blocker"", ""inhibitor"")"
"SCN5A","BENZONATATE","c(""antagonist"", ""blocker"")"
"SCN5A","COCAINE","inhibitor"
"SCN5A","ZONISAMIDE","c(""blocker"", ""inhibitor"")"
"SCN5A","TOCAINIDE","c(""blocker"", ""inhibitor"")"
"SCN5A","FLECAINIDE","c(""blocker"", ""inhibitor"")"
"SCN5A","ENCAINIDE","c(""blocker"", ""inhibitor"")"
"SCN5A","AJMALINE","inhibitor"
"SCN5A","APRINDINE","inhibitor"
"SCN5A","ACONITINE","activator"
"SCN5A","LIDOCAINE","c(""channel blocker"", ""blocker"")"
"SCN5A","CHEMBL270497","gating inhibitor"
"SCN5A","ELECLAZINE","inhibitor"
"SCN5A","ROPIVACAINE HYDROCHLORIDE","blocker"
"SCN5A","BENOXINATE HYDROCHLORIDE","blocker"
"SCN5A","CHLOROPROCAINE HYDROCHLORIDE","blocker"
"SCN5A","MEXILETINE HYDROCHLORIDE","blocker"
